# English inventory index, Spanish, French, German, Portuguese. = preserves technical notation; @N reuses row N.
269	Corrección de estabilidad HUD. ¡Puede causar fallos!	Correction de stabilité HUD. Risque de plantage !	HUD-Stabilitätskorrektur. Kann Abstürze verursachen!	Correção de estabilidade do HUD. Pode causar falhas!
270	Activar espera híbrida	Activer l'attente hybride	Hybrides Warten aktivieren	Ativar espera híbrida
271	Activar lupa	Activer la loupe	Lupe aktivieren	Ativar lupa
272	Activar nitidez adaptada al movimiento	Activer la netteté adaptée au mouvement	Bewegungsabhängige Schärfe aktivieren	Ativar nitidez adaptada ao movimento
273	Activar renderizado neuronal	Activer le rendu neuronal	Neuronales Rendering aktivieren	Ativar renderização neural
274	Activa el filtro de nitidez de OptiScaler. Por defecto usa el valor del juego; para cambiarlo, elige Sustituir en Nitidez y ajusta el deslizador. Algunos reescaladores tienen su propio filtro, por lo que puede no ser necesario.	Active le filtre de netteté OptiScaler. Utilise par défaut la valeur du jeu ; choisissez Remplacer dans Netteté pour la régler. Certains moteurs ont leur propre filtre et n'en ont pas besoin.	Aktiviert OptiScalers Schärfefilter. Standardmäßig gilt der Spielwert; zum Ändern unter Schärfe Überschreiben wählen. Einige Upscaler besitzen eigene Filter, sodass dieser unnötig sein kann.	Ativa o filtro de nitidez do OptiScaler. Por padrão usa o valor do jogo; escolha Substituir em Nitidez para ajustá-lo. Alguns upscalers têm filtro próprio, dispensando esta opção.
275	Activar RCAS/DA	Activer RCAS/DA	RCAS/DA aktivieren	Ativar RCAS/DA
276	Activar ajuste fino	Activer les réglages fins	Feinabstimmung aktivieren	Ativar ajuste fino
277	Activar WaitForSingleObjectOnFence	Activer WaitForSingleObjectOnFence	WaitForSingleObjectOnFence aktivieren	Ativar WaitForSingleObjectOnFence
278	Activar marca de agua	Activer le filigrane	Wasserzeichen aktivieren	Ativar marca d'água
279	Activar depuración XeFG	Activer le débogage XeFG	XeFG-Debugansicht aktivieren	Ativar depuração XeFG
280	Activar corrección de estelas	Activer la correction des traînées	Nachbildkorrektur aktivieren	Ativar correção de rastros
281	Activar segunda capa de renderizado neuronal	Activer une seconde couche de rendu neuronal	Zweite neuronale Rendering-Ebene aktivieren	Ativar segunda camada de renderização neural
282	Fijación temporal del HUD (estabilidad del búfer de presentación)	Ancrage temporel HUD (stabilité du tampon de présentation)	Zeitliche HUD-Fixierung (Stabilität des Präsentationspuffers)	Fixação temporal do HUD (estabilidade do buffer de apresentação)
283	=	=	=	=
284	Captura recursos antes de ejecutar el sombreador. Mejora las posibilidades de captura HUDless, pero puede incluir recursos innecesarios.	Capture les ressources avant les shaders. Améliore les chances de capture HUDless, mais peut inclure des ressources inutiles.	Erfasst Ressourcen vor Shaderausführung. Erhöht die HUDless-Erfassungschance, kann aber unnötige Ressourcen einschließen.	Captura recursos antes dos shaders. Aumenta as chances de captura HUDless, mas pode incluir recursos desnecessários.
285	Dibuja líneas de interpolación omitida	Dessine les lignes d'interpolation ignorée	Zeigt Linien übersprungener Interpolation	Desenha linhas de interpolação ignorada
286	Dibuja líneas de cadencia	Dessine les lignes de cadencement	Zeigt Timing-Linien	Desenha linhas de cadência
287	Dibuja líneas de desgarro e interpolación omitida	Dessine les lignes de déchirure et d'interpolation ignorée	Zeigt Tearing-Linien und übersprungene Interpolation	Desenha linhas de corte e interpolação ignorada
288	Ajusta la nitidez según el movimiento	Adapte la netteté au mouvement	Passt die Schärfe an die Bewegung an	Ajusta a nitidez conforme o movimento
289	Activando DLSS desde 2023	Active DLSS depuis 2023	Aktiviert DLSS seit 2023	Ativando DLSS desde 2023
290	¿Disfrutas de Neurotic? Apóyame en Ko-fi	Vous aimez Neurotic ? Soutenez-moi sur Ko-fi	Gefällt dir Neurotic? Unterstütze mich auf Ko-fi	Gostando do Neurotic? Apoie-me no Ko-fi
291	Ampliación	Agrandissement	Vergrößerung	Ampliação
292	Error	Erreur	Fehler	Erro
293	Esc para cancelar, Retroceso para quitar la asignación	Échap pour annuler, Retour arrière pour supprimer le raccourci	Esc zum Abbrechen, Rücktaste zum Aufheben	Esc para cancelar, Backspace para remover a atribuição
294	¡También admite XeSS por software!	Prend même en charge XeSS « logiciel » !	Unterstützt sogar „Software“-XeSS!	Até suporta XeSS por software!
295	Existe	Existe	Vorhanden	Existe
296	@295	@295	@295	@295
297	Ampliado y mejorado	Étendu et amélioré	Erweitert und verbessert	Ampliado e aprimorado
298	Exposición	Exposition	Belichtung	Exposição
299	Ampliado	Étendu	Erweitert	Ampliado
300	Ajustes FSR FG ampliados	Réglages FSR FG étendus	Erweiterte FSR-FG-Einstellungen	Configurações FSR FG ampliadas
301	Ajustes XeFG ampliados	Réglages XeFG étendus	Erweiterte XeFG-Einstellungen	Configurações XeFG ampliadas
302	Comprobaciones de formato ampliadas para HUDless. ¡Pueden causar fallos y ralentizaciones!	Vérifications de format HUDless étendues. Risque de plantages et ralentissements !	Erweiterte HUDless-Formatprüfungen. Können Abstürze und Verlangsamungen verursachen!	Verificações de formato HUDless ampliadas. Podem causar falhas e lentidão!
303	Amplía los límites de los deslizadores de calidad. Cambia la detección de resolución y puede causar problemas o fallos.	Étend les limites des curseurs de qualité. Modifie la détection de résolution et peut provoquer des problèmes ou plantages.	Erweitert die Grenzen der Qualitätsregler. Ändert die Auflösungserkennung und kann Probleme oder Abstürze verursachen.	Amplia os limites dos controles de qualidade. Muda a detecção de resolução e pode causar problemas ou falhas.
304	Sombreadores adicionales:	Shaders supplémentaires :	Zusätzliche Shader:	Shaders adicionais:
305	=	=	=	=
306	Ajustes FFX	Réglages FFX	FFX-Einstellungen	Configurações FFX
307	Reescalador FFX	Moteur de mise à l'échelle FFX	FFX-Upscaler	Upscaler FFX
308	FFX para fotogramas intermedios; Enabler para el resto. 2x: FFX; 3x: Enabler; 4x: ambos; 5x: Enabler; 6x: ambos.	FFX pour les images intermédiaires ; Enabler pour le reste. 2x : FFX ; 3x : Enabler ; 4x : les deux ; 5x : Enabler ; 6x : les deux.	FFX für mittlere generierte Frames, Enabler für den Rest. 2x: FFX; 3x: Enabler; 4x: beide; 5x: Enabler; 6x: beide.	FFX para quadros intermediários; Enabler para o restante. 2x: FFX; 3x: Enabler; 4x: ambos; 5x: Enabler; 6x: ambos.
309	@308	@308	@308	@308
310	FFX con cadena de presentación DLSSG	FFX avec chaîne de présentation DLSSG	FFX mit DLSSG-Swapchain	FFX com cadeia de apresentação DLSSG
311	Lista de creación FG	Liste de création FG	FG-Erstellungsliste	Lista de criação FG
312	Entrada FG	Entrée FG	FG-Eingabe	Entrada FG
313	Copiar profundidad FG	Copier la profondeur FG	FG-Tiefenkopien erstellen	Copiar profundidade FG
314	Copiar vectores FG	Copier les vecteurs FG	FG-Bewegungsvektoren kopieren	Copiar vetores FG
315	=	=	=	=
316	Sustitución FG Nvngx	Remplacement FG Nvngx	FG-Nvngx-Ersatz	Substituição FG Nvngx
317	Solo generados FG	FG : images générées seules	FG: nur generierte Frames	FG: apenas gerados
318	Salida FG	Sortie FG	FG-Ausgabe	Saída FG
319	Rectángulo FG	Rectangle FG	FG-Rechteck	Retângulo FG
320	Escala máxima de profundidad FG	Échelle maximale de profondeur FG	Maximale FG-Tiefenskalierung	Escala máxima de profundidade FG
321	Lista de uso FG	Liste d'utilisation FG	FG-Verwendungsliste	Lista de uso FG
322	Mutex para presentación FG	Mutex pour la présentation FG	Mutex für FG-Präsentation	Mutex para apresentação FG
323	=	=	=	=
324	Límite FPS	Limite FPS	FPS-Limit	Limite FPS
325	Indicador FPS	Affichage FPS	FPS-Anzeige	Indicador FPS
326	Alternar indicador FPS	Parcourir les affichages FPS	FPS-Anzeige durchschalten	Alternar indicador FPS
327	Indicador FPS activado	Affichage FPS activé	FPS-Anzeige aktiviert	Indicador FPS ativado
328	=	=	=	=
329	FPS: %6.1f, Media: %6.1f	FPS : %6.1f, Moyenne : %6.1f	FPS: %6.1f, Mittel: %6.1f	FPS: %6.1f, Média: %6.1f
330	=	=	=	=
331	FPS: %6.1f/%5.1f, Media: %6.1f	FPS : %6.1f/%5.1f, Moyenne : %6.1f	FPS: %6.1f/%5.1f, Mittel: %6.1f	FPS: %6.1f/%5.1f, Média: %6.1f
332	=	=	=	=
333	FSR 2.1.2 con Dx12	FSR 2.1.2 avec Dx12	FSR 2.1.2 mit Dx12	FSR 2.1.2 com Dx12
334	FSR 2.2.1 con Dx12	FSR 2.2.1 avec Dx12	FSR 2.2.1 mit Dx12	FSR 2.2.1 com Dx12
335	Ajuste manual del reescalador FSR 3	Réglage manuel du moteur FSR 3	Manuelle FSR-3-Upscaler-Abstimmung	Ajuste manual do upscaler FSR 3
336	=	=	=	=
337	Preajustes FSR 3.1:	Préréglages FSR 3.1 :	FSR-3.1-Voreinstellungen:	Predefinições FSR 3.1:
338	=	=	=	=
339	=	=	=	=
340	FSR 3.X con Dx12	FSR 3.X avec Dx12	FSR 3.X mit Dx12	FSR 3.X com Dx12
341	FSR 3.X/4 con Dx12	FSR 3.X/4 avec Dx12	FSR 3.X/4 mit Dx12	FSR 3.X/4 com Dx12
342	FSR 3/4 FG mediante FFX	FSR 3/4 FG via FFX	FSR 3/4 FG über FFX	FSR 3/4 FG via FFX
343	FSR 4 FP8 solo funciona en AMD	FSR 4 FP8 fonctionne uniquement sur AMD	FSR 4 FP8 funktioniert nur auf AMD	FSR 4 FP8 funciona apenas na AMD
344	=	=	=	=
345	FSR Anti-Lag 2.0 es el nuevo nombre de AntiLag 2. No preguntes por qué.	FSR Anti-Lag 2.0 est le nouveau nom d'AntiLag 2. Ne demandez pas pourquoi.	FSR Anti-Lag 2.0 heißt jetzt das bisherige AntiLag 2. Frag nicht warum.	FSR Anti-Lag 2.0 é o novo nome de AntiLag 2. Não pergunte por quê.
346	Ajustes comunes FSR	Réglages FSR communs	Allgemeine FSR-Einstellungen	Configurações comuns FSR
347	Interceptores FSR: %s	Interceptions FSR : %s	FSR-Hooks: %s	Interceptações FSR: %s
348	FSR3/4-FG. RDNA4 actualiza automáticamente a FSR4-FG, que puede ser mejor o peor que XeFG según el caso.	FSR3/4-FG. RDNA4 passe automatiquement à FSR4-FG, parfois meilleur ou moins bon que XeFG.	FSR3/4-FG. RDNA4 wechselt automatisch zu FSR4-FG, das je nach Fall besser oder schlechter als XeFG ist.	FSR3/4-FG. RDNA4 atualiza automaticamente para FSR4-FG, às vezes melhor ou pior que XeFG.
349	AMD, ¿para cuándo FSR4 DP4a?	AMD, FSR4 DP4a arrive quand ?	AMD, wann kommt FSR4 DP4a?	AMD, quando chega FSR4 DP4a?
350	Preajuste FSR4	Préréglage FSR4	FSR4-Voreinstellung	Predefinição FSR4
351	Entrada de tiempo de fotograma	Entrée du temps d'image	Framezeit-Eingabe	Entrada de tempo de quadro
352	Fotogramas falsos, ¡lleve sus fotogramas falsos!	Fausses images, venez chercher vos fausses images !	Falsche Frames, holt euch eure falschen Frames!	Quadros falsos, pegue seus quadros falsos!
353	Finge hasta renderizar	Simulez jusqu'au rendu	Täuschen bis zum Rendern	Finja até renderizar
354	Píxeles falsos y fotogramas aún más falsos...	Faux pixels et images encore plus fausses...	Falsche Pixel und noch falschere Frames...	Pixels falsos e quadros ainda mais falsos...
355	Alternativa	Repli	Ersatz	Alternativa
356	Opción tradicional más rápida. Imagen muy suave o borrosa; puede servir para reducir resolución.	Option classique la plus rapide. Image très douce ou floue ; peut convenir à la réduction.	Schnellste klassische Option. Sehr weiches, unscharfes Bild; zum Verkleinern eventuell geeignet.	Opção tradicional mais rápida. Imagem muito suave ou borrada; pode servir para reduzir resolução.
357	Corregir errores visuales	Corriger les erreurs visuelles	Bildfehler korrigieren	Corrigir erros visuais
358	Corrección para entradas de profundidad DLSS-D incorrectas	Correction des entrées de profondeur DLSS-D incorrectes	Korrektur falscher DLSS-D-Tiefeneingaben	Correção de entradas de profundidade DLSS-D incorretas
359	Corrección para juegos que ignoran límites DRS oficiales	Correction des jeux ignorant les limites DRS officielles	Korrektur für Spiele, die offizielle DRS-Grenzen ignorieren	Correção para jogos que ignoram os limites DRS oficiais
360	Corrección para movimiento con jitter ya aplicado	Correction des mouvements avec jitter déjà appliqué	Korrektur für Bewegungsdaten mit bereits angewendetem Jitter	Correção para movimento com jitter já aplicado
361	Invertir (Unity)	Retourner (Unity)	Spiegeln (Unity)	Inverter (Unity)
362	Usar desplazamiento al invertir	Utiliser un décalage au retournement	Versatz beim Spiegeln verwenden	Usar deslocamento ao inverter
363	Invierte recursos de velocidad y profundidad de juegos Unity	Retourne les ressources de vitesse et profondeur des jeux Unity	Spiegelt Geschwindigkeits- und Tiefenressourcen von Unity-Spielen	Inverte recursos de velocidade e profundidade de jogos Unity
364	Invierte si la imagen empeora cuando debería mejorar. La mayoría de motores guardan una exposición que baja al subir la luz; otros guardan su inversa. La forma del búfer no permite distinguirlo. Una segunda ancla con otra iluminación lo determina automáticamente y oculta esta opción.	Inversez si l'image empire alors qu'elle devrait s'améliorer. La plupart des moteurs stockent une exposition qui baisse avec la lumière, d'autres son inverse. La forme du tampon ne permet pas de le savoir. Un second ancrage sous un autre éclairage le détermine automatiquement et masque cette option.	Umschalten, wenn das Bild in der falschen Richtung reagiert. Meist sinkt der Belichtungswert bei mehr Licht; manche Engines speichern den Kehrwert. Die Pufferform verrät das nicht. Ein zweiter Anker bei anderem Licht bestimmt die Richtung automatisch; die Option verschwindet dann.	Inverta se a imagem piorar quando deveria melhorar. A maioria dos motores guarda exposição que cai com mais luz; outros guardam o inverso. O formato do buffer não distingue isso. Uma segunda âncora sob outra iluminação determina a direção automaticamente e oculta esta opção.
365	Campo de visión y cámara	Champ de vision et caméra	Sichtfeld und Kamera	Campo de visão e câmera
366	Seguir al juego	Suivre le jeu	Spieleinstellung folgen	Seguir o jogo
367	Para reescaladores, por reescaladores	Pour les moteurs, par les moteurs	Von Upscalern für Upscaler	Para upscalers, por upscalers
368	Desactiva HUDless aunque el juego lo envíe	Désactive HUDless même si le jeu le fournit	Deaktiviert HUDless trotz Bereitstellung durch das Spiel	Desativa HUDless mesmo quando fornecido pelo jogo
369	Desactiva la textura de interfaz aunque el juego la envíe	Désactive la texture d'interface même si le jeu la fournit	Deaktiviert die UI-Textur trotz Bereitstellung durch das Spiel	Desativa a textura da interface mesmo quando fornecida pelo jogo
370	Forzar filtrado anisotrópico	Forcer le filtrage anisotrope	Anisotrope Filterung erzwingen	Forçar filtragem anisotrópica
371	Forzar sin bordes	Forcer le mode sans bordure	Randlos erzwingen	Forçar sem bordas
372	Forzar desactivación	Forcer la désactivation	Deaktivierung erzwingen	Forçar desativação
373	Forzar MFG dinámico	Forcer MFG dynamique	Dynamisches MFG erzwingen	Forçar MFG dinâmico
374	Forzar activación	Forcer l'activation	Aktivierung erzwingen	Forçar ativação
375	Forzar LatencyFlex	Forcer LatencyFlex	LatencyFlex erzwingen	Forçar LatencyFlex
376	Forzar Reflex	Forcer Reflex	Reflex erzwingen	Forçar Reflex
377	Forzar estado	Forcer l'état	Status erzwingen	Forçar estado
378	Fuerza V-Sync y el intervalo de sincronización	Force V-Sync et l'intervalle de synchronisation	Erzwingt V-Sync und Synchronisationsintervall	Força V-Sync e o intervalo de sincronização
379	Forzar XeLL	Forcer XeLL	XeLL erzwingen	Forçar XeLL
380	Fuerza modo sin bordes. Para mejores resultados, iguala la resolución de pantalla completa a la pantalla. Puede causar inestabilidad. ¡REQUIERE REINICIAR EL JUEGO!	Force le mode sans bordure. Faites correspondre la résolution plein écran à celle de l'écran. Peut causer une instabilité. REDÉMARRAGE DU JEU REQUIS !	Erzwingt randlosen Modus. Vollbildauflösung auf Monitorauflösung setzen. Kann Instabilität verursachen. SPIELNEUSTART ERFORDERLICH!	Força modo sem bordas. Iguale a resolução de tela cheia à da tela. Pode causar instabilidade. REQUER REINICIAR O JOGO!
381	Encontrado. Ajusta el blanco de papel hasta que la imagen se vea bien y pulsa Anclar aquí.	Trouvé. Réglez le blanc papier pour obtenir une bonne image, puis cliquez sur Ancrer ici.	Gefunden. Papierweiß passend einstellen, dann Hier verankern drücken.	Encontrado. Ajuste o branco do papel até a imagem ficar boa e pressione Ancorar aqui.
382	Fotograma %ux%u | Trabajo %ux%u | Guías %ux%u	Image %ux%u | Travail %ux%u | Guides %ux%u	Frame %ux%u | Verarbeitung %ux%u | Hilfsdaten %ux%u	Quadro %ux%u | Trabalho %ux%u | Guias %ux%u
383	Fotogramas por adelantado	Images d'avance	Vorausberechnete Frames	Quadros adiantados
384	Generación de fotogramas	Génération d'images	Framegenerierung	Geração de quadros
385	Generación de fotogramas (DLSSG)	Génération d'images (DLSSG)	Framegenerierung (DLSSG)	Geração de quadros (DLSSG)
386	Generación de fotogramas (Enabler + FFX)	Génération d'images (Enabler + FFX)	Framegenerierung (Enabler + FFX)	Geração de quadros (Enabler + FFX)
387	Generación de fotogramas (FSR FG)	Génération d'images (FSR FG)	Framegenerierung (FSR FG)	Geração de quadros (FSR FG)
388	Generación de fotogramas (entradas FSR-FG)	Génération d'images (entrées FSR-FG)	Framegenerierung (FSR-FG-Eingaben)	Geração de quadros (entradas FSR-FG)
389	Generación de fotogramas (FSR3-FG mediante DLSSG de Nukem)	Génération d'images (FSR3-FG via DLSSG de Nukem)	Framegenerierung (FSR3-FG über Nukems DLSSG)	Geração de quadros (FSR3-FG via DLSSG de Nukem)
390	Generación de fotogramas (FSR3-MFG mediante DLSS Enabler)	Génération d'images (FSR3-MFG via DLSS Enabler)	Framegenerierung (FSR3-MFG über DLSS Enabler)	Geração de quadros (FSR3-MFG via DLSS Enabler)
391	Generación de fotogramas (FSRFG mediante FFX)	Génération d'images (FSRFG via FFX)	Framegenerierung (FSRFG über FFX)	Geração de quadros (FSRFG via FFX)
392	Generación de fotogramas (OptiFG)	Génération d'images (OptiFG)	Framegenerierung (OptiFG)	Geração de quadros (OptiFG)
393	Generación de fotogramas (entradas Streamline FG)	Génération d'images (entrées Streamline FG)	Framegenerierung (Streamline-FG-Eingaben)	Geração de quadros (entradas Streamline FG)
394	Generación de fotogramas (XeFG)	Génération d'images (XeFG)	Framegenerierung (XeFG)	Geração de quadros (XeFG)
395	Ajuste de cadencia	Réglage du cadencement	Frame-Timing-Abstimmung	Ajuste de cadência
396	Tiempo de fotograma: %7.2f ms, Media: %7.2f ms	Temps d'image : %7.2f ms, Moyenne : %7.2f ms	Framezeit: %7.2f ms, Mittel: %7.2f ms	Tempo de quadro: %7.2f ms, Média: %7.2f ms
397	¡Fotograma a fotograma, voy reescalando!	Image par image, j'agrandis !	Frame für Frame skaliere ich hoch!	Quadro a quadro, vou ampliando!
398	Rectángulo FG para contenido con bandas negras	Rectangle FG pour contenu avec bandes noires	FG-Rechteck für Inhalte mit schwarzen Balken	Retângulo FG para conteúdo com barras pretas
399	Línea de índice de fotograma	Ligne d'indice d'image	Frameindex-Linie	Linha de índice do quadro
400	Frecuencia de fotogramas	Fréquence d'images	Bildrate	Taxa de quadros
401	Fotogramas %llu | Reinicios del juego %llu | Creaciones %llu | Recreaciones %llu | Fallos de evaluación %llu	Images %llu | Réinitialisations jeu %llu | Créations %llu | Recréations %llu | Échecs d'évaluation %llu	Frames %llu | Spiel-Resets %llu | Erstellungen %llu | Neuerstellungen %llu | Auswertungsfehler %llu	Quadros %llu | Reinícios do jogo %llu | Criações %llu | Recriações %llu | Falhas de avaliação %llu
402	Gratis y siempre gratis	Gratuit pour toujours	Kostenlos und bleibt kostenlos	Grátis e sempre grátis
403	Congela el fotograma del modelo para comparar blanco de papel, intensidades, modo reversible y preajustes sin mover la escena. NO permite comparar cambios del reescalador DLSS/FSR/XeSS ni procesos anteriores: no se vuelven a ejecutar. El HUD y el posprocesado del juego siguen actualizándose después. El punto blanco se congela para no alterar la comparación. Ocultar el menú no reanuda; desactiva esta opción para continuar.	Fige l'image du modèle pour comparer blanc papier, intensités, mode réversible et préréglages sans changer de scène. Ne permet PAS de comparer les réglages DLSS/FSR/XeSS ou les étapes antérieures : elles ne sont pas réexécutées. Le HUD et le post-traitement du jeu continuent ensuite. Le point blanc reste figé pour préserver la comparaison. Masquer le menu ne reprend pas l'animation ; désactivez cette option.	Hält den Modellframe zum Vergleich von Papierweiß, Stärken, reversiblem Modus und Modellvoreinstellungen fest. Upscaler-Einstellungen von DLSS/FSR/XeSS und vorgelagerte Schritte lassen sich NICHT vergleichen, da sie nicht erneut laufen. HUD und nachgelagerte Spielnachbearbeitung aktualisieren sich weiter. Der Weißpunkt bleibt fest, damit der Vergleich unverfälscht ist. Auch bei geschlossenem Menü bleibt das Bild gehalten; zum Fortsetzen abschalten.	Congela o quadro do modelo para comparar branco do papel, intensidades, modo reversível e predefinições sem mudar a cena. NÃO compara alterações do upscaler DLSS/FSR/XeSS nem etapas anteriores: elas não são executadas novamente. HUD e pós-processamento do jogo continuam depois. O ponto branco fica congelado para preservar a comparação. Ocultar o menu não retoma; desative esta opção.
404	Completo	Complet	Vollständig	Completo
405	Completo + gráfico	Complet + graphique	Vollständig + Diagramm	Completo + gráfico
406	Exposición del juego %.4f -> punto blanco %.2f%s	Exposition du jeu %.4f -> point blanc %.2f%s	Spielbelichtung %.4f -> Weißpunkt %.2f%s	Exposição do jogo %.4f -> ponto branco %.2f%s
407	XeLL del juego	XeLL du jeu	XeLL des Spiels	XeLL do jogo
408	General	Général	Allgemein	Geral
409	Generando discordia desde 2023	Sème la discorde depuis 2023	Stiftet Streit seit 2023	Gerando discórdia desde 2023
410	Visualización genérica	Visualisation générique	Allgemeine Visualisierung	Visualização genérica
411	Liberándose de las cadenas verdes...	Libération des chaînes vertes en cours...	Befreiung von den grünen Ketten läuft...	Libertando-se das correntes verdes...
412	¿Te quedan más reescaladores?	Vous avez encore des moteurs de mise à l'échelle ?	Hast du noch mehr von diesen Upscalern?	Tem mais desses upscalers?
413	Gris	Gris	Grau	Cinza
414	Verde	Vert	Grün	Verde
415	Ahora somos demos prealfa, parece	On est des démos préalpha maintenant	Jetzt sind wir wohl Pre-Alpha-Demos	Parece que agora somos demos pré-alfa
416	Adivina quién olvidó comprobar nullptr otra vez	Devinez qui a encore oublié de vérifier nullptr	Wer hat wohl wieder die nullptr-Prüfung vergessen?	Adivinhe quem esqueceu de verificar nullptr de novo
417	Interpolación HUD OF (0=fijación clásica, 1=deformación OF)	Interpolation HUD OF (0=ancrage classique, 1=déformation OF)	HUD-OF-Interpolation (0=klassische Fixierung, 1=OF-Verzerrung)	Interpolação HUD OF (0=fixação clássica, 1=deformação OF)
418	Detección del HUD	Détection du HUD	HUD-Erkennung	Detecção do HUD
419	Interpolación del HUD	Interpolation du HUD	HUD-Interpolation	Interpolação do HUD
420	=	=	=	=
421	Recursos HUDless	Ressources HUDless	HUDless-Ressourcen	Recursos HUDless
422	HUDless como ValidNow	HUDless comme ValidNow	HUDless als ValidNow	HUDless como ValidNow
423	Más pesado que Lanczos2. Máxima nitidez, pero más propenso a halos. Considerado de los mejores junto a Kaiser3.	Plus lourd que Lanczos2. Netteté maximale, mais davantage de halos. Parmi les meilleurs avec Kaiser3.	Aufwendiger als Lanczos2. Höchste Schärfe, aber stärkste Neigung zu Überschwingern. Gilt neben Kaiser3 als einer der besten.	Mais pesado que Lanczos2. Nitidez máxima, mas mais propenso a halos. Entre os melhores junto com Kaiser3.
424	Protección de altas luces	Protection des hautes lumières	Lichterschutz	Proteção de altas luzes
425	Congelar fotograma	Figer l'image	Frame halten	Congelar quadro
426	Espero que no tengas buena vista	J'espère que vous n'avez pas une bonne vue	Hoffentlich siehst du nicht zu gut	Espero que você não enxergue muito bem
427	Horizontal	Horizontal	Horizontal	Horizontal
428	Campo de visión horizontal	Champ de vision horizontal	Horizontales Sichtfeld	Campo de visão horizontal
429	Mezcla el fotograma original con la imagen completa del modelo, cuya luminancia se ajusta al original; no suma una diferencia sin más. 0 devuelve exactamente el reescalado original; 1, la imagen del modelo. Más de 1 extrapola más allá de lo solicitado por el modelo: úsalo para examinar el efecto y luego bájalo. Este control refuerza el efecto visible; Intensidad actúa dentro del modelo y este decide cómo usarla.	Mélange l'image originale avec l'image complète du modèle, dont la luminance est recalée sur l'original ; ce n'est pas une simple addition. 0 restitue exactement la sortie du moteur ; 1, l'image du modèle. Au-delà de 1, on extrapole hors du résultat demandé au modèle : utile pour examiner l'effet, puis redescendre. Ce réglage renforce l'effet visible ; Intensité agit dans le modèle, qui décide de son usage.	Mischt den ursprünglichen Frame mit dem vollständigen Modellbild, dessen Leuchtdichte an das Original angepasst wird; keine einfache Addition. 0 gibt exakt das Upscaler-Ergebnis zurück, 1 das Modellbild. Über 1 wird über das Modellresultat hinaus extrapoliert: zum Untersuchen nutzen, dann wieder senken. Dieser Regler verstärkt den sichtbaren Effekt; Intensität wirkt innerhalb des Modells, das selbst darüber entscheidet.	Mistura o quadro original com a imagem completa do modelo, cuja luminância é ajustada ao original; não é uma simples soma. 0 devolve exatamente a saída original do upscaler; 1, a imagem do modelo. Acima de 1 extrapola além do resultado do modelo: use para examinar o efeito e depois reduza. Este controle reforça o efeito visível; Intensidade atua dentro do modelo, que decide como usá-la.
430	Duración de espera activa con FPTHybridSpin, en unidades de resolución del temporizador. No se recomienda menos de 2: provoca sobrepasos frecuentes.	Durée d'attente active avec FPTHybridSpin, en unités de résolution du minuteur. Moins de 2 est déconseillé : dépassements fréquents.	Aktive Wartezeit bei FPTHybridSpin in Einheiten der Timerauflösung. Unter 2 nicht empfohlen: häufiges Überschreiten der Zielzeit.	Duração da espera ativa com FPTHybridSpin, em unidades de resolução do temporizador. Menos de 2 não é recomendado: causa ultrapassagens frequentes.
431	Cuánto efecto se aplica	Quantité d'effet appliquée	Angewendete Effektstärke	Quanto efeito é aplicado
432	Cada mitad tiene la mitad del ancho y toda la altura. A 1 se ve el fotograma entero con proporciones correctas y bandas arriba y abajo. A 2 llena la mitad recortando los lados. Los valores intermedios equilibran ambos resultados.	Chaque moitié a la moitié de la largeur et toute la hauteur. À 1, l'image entière garde ses proportions avec des bandes en haut et en bas. À 2, elle remplit la moitié en rognant les côtés. Les valeurs intermédiaires combinent les deux.	Jede Hälfte hat halbe Breite und volle Höhe. Bei 1 wird das ganze Bild proportional mit Balken oben und unten gezeigt. Bei 2 füllt es die Hälfte, wobei Seiten beschnitten werden. Zwischenwerte bilden einen Kompromiss.	Cada metade tem metade da largura e toda a altura. Em 1, o quadro inteiro mantém as proporções com barras acima e abaixo. Em 2, preenche a metade cortando os lados. Valores intermediários equilibram os dois.
